,class,text
423,1, you're white aren't you rolls eyes RIP to my NIGGA Trayvon a worthless spear chucker
424,0, Yes indeed Camels ostriches and zebras Sept 5 7 VCCamelRaces
425,0, loves Austin Webber such a boon for 6HCOTA
426,0, is running around town delivering food to people If he takes out the trash too he is the perfect boyfriend 
427,0, Could you just play 2 minutes of the Charlie Brown wah wah wah adult sound effect instead 
428,0, doesn t it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good 
429,0, street birds Homeless People Twittering in Amsterdam via 
430,0, Try visiting at night for a real spook 
431,0, Thank you Dawn I see our state bird graces your avatar 
432,0, Klain's real sole job is to dampen down the mushrooming bad PR and political fallout heading into Nov election 
433,0, could be wearing a trash bag and she'd still be the stylish and coolest human I know
434,0, Al Qaeda's market share is dropping faster than Viacom Enron in the Jihadi stock market
435,0,1 no I'm not crossed eyed I'm albino Can't control that
436,0,1 100000 You are a semi evolved monkey that is desperately searching for validation and meaning in life BBQd you'd be ok with mango salsa 
437,0,1 800 slap a hoe
438,0,10 1 5 On average 2 But I can be an 8 when need be On a scale of 1 10 how ghetto are u 
439,0,12 oz arizona's trash
440,0,1300 for the eggs sunny side nicca 
441,0,1996 and 1999 World Series Rematch Yankees Braves
442,0,1X The yellow tower by Gilbert Claes 
443,0,2 iubb games when im in bloomington btown how good is that ncaa basketball college Indiana iu hoosiers
444,0,2 adult human skulls found in trash 
445,1,2 beer queer
446,1,2 hoes 1 dyke
447,0,22 talented drivers I am really glad there haven't been any yellows But why haven't there been any yellows 
448,0,30 mins for n to pick out a trash can meijer now do u guys understand why I took 3 shots before this trip
449,1,4 old hoes a ponk and a dyke outchea having girl talk 
450,0,4 2 0 moke up
451,0,5 bags of chips 3 Rice Krispies 3 seeds 3 gummies a pop tart some crackers 3 powerades and a water yuhhh I'm good lol
452,1,5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw 
453,0,5 40 A M and still awake YAY Time to chug coffee and red bull for the foreseeable future and hopefully not pass out behind the wheel 
454,0,5SOS is trash
455,0,5am Whizzing crackers My cats got into the are now playing 'hockey' with them Lol crazycats 
456,1,8 16 14 MO let kill some crackers kill their babies New Black Panthers hijack his Ferguson presser 
457,0,85 species of birds reported in Chesterfield for the Great Backyard Bird Count How many in your area 
458,0,85 species of birds reported in Chesterfield for the Great Backyard Bird Count How many in your area 
459,0,93 feature car 1 of 1503 yellow and black feature car buck tag is on the radiator support 67 3xx miles 
460,0,99 percent of the trash we dump in the sea is missing This is not a good thing 
461,0, At some point we need to discuss how delicious the vegan brownie from on u St tastes 
462,0, hick yes
463,0, Charlie Sheen could coach better than Crusty Dusty Yeah they hired Bryan Price the pitching coach
464,1, I bet he's a Starbucks queer
465,0, Hard to QA Time is also a pain to mock out in unit tests 
466,0, BlessJesus Yes Felt and touched the soles of the humanity with stains and impressions that only leaves its reflections 
467,0, BooksOfGodWidom Proverbs 1 26 I also will laugh at your calamity I will mock when your fear cometh 
468,0, HolySpirit God still share HIS Secrets Amos 3 7 blessings Jesus
469,0, Jesus Genesis 2 19 Out of the ground the LORD God formed every beast of the field and every bird of the sky Initiating
470,0, maybe not but you crow about obama and democrats so you are a mawbar Might as well be a Republican 
471,0, what we do with our foolish proud selves Roll our eyes pretend that we dont see mock or laff at them arrogant attitudes
472,0, I wonder what Charlie Brown would have to say about these days 
473,1, good enough fag
474,0, She looks like a plastic monkey doll 
475,0, reminds me of Oreos lmao
476,0, its time amend 14th amendment it was written to protect newly freed ex slaves Its lived its purpose time to end anchor baby loophole
477,0, I laugh Oreos and lady gaga on a Sunday day
478,0, yeah I run over squirrels and coons
479,1, faggot
480,0, Just watched the Llewyn Davis doc Warm fuzzies abound 
481,0, Have heard hillbilly grousings that bugs much worse in the KV since MIC shut down 
482,0, that's not ghetto That's sweet and a movie quote Try again
483,0, you're not ghetto tho You can live in the hood and not be ghetto facts
484,0, I like my gross yellow heat lamps Why 
485,0, clams to be a comedy writer untrue
486,0, I may have just cried a tad illmissu shiner
487,0, no ghetto names 
488,0, Big congrats to all I expect him to be blogging on rube chat in a few days Now get some sleep you will need it 
489,0, Please stay safe you guys I love you so much I hoe to one day meet you guys happy Halloween 
490,1, but I live in the South Lot more here My pop lives in Rhode Island Hardly no niggers there 
491,1, So basically you like the background music fag 
492,0, I like them dark light Carmel white red tan yellow blue purple green It doesnt matter what color they are
493,0, just remember to keep the skirt dark colored It camouflages all that pan dimensional gore
494,0, don't feel like reading right now I wanna give a sexy coolie girl some lyrics via text message 
495,0, why You wanna gimme a baby You look coolie it might could work lol
496,0, I'm the trash
497,1, I hate that nigger 
498,1, Those niggers disgust me They should have dealt with 100 years ago we wouldn't be having these problems now 
499,0, Congrats Amos 
500,1, this is retarded
501,1, can't wait for more PEDS is that it Roid munching faggot
502,1, homo ass crackers
503,0, That's a nice color combo too love the blue and yellow 
504,0, the distant chugs at the end of Dried Up remain to be some of the most perfectly heavy guitars ever recorded 
505,0, Genius the politically correct term would be intellectually disabled It's highly offensive to use the word retarded 
506,1, fight me 1 on 1 ur choice of game faggot see what happens
507,1, they are wrong you are a nigger always causung mischief among ur own people
508,0, lucky monkey
509,1, You be totally correct Anthony Can t be livin round dem colored folk Day be bringin down da hood and dem propery value
510,0, Hey Antony you speaks colored good
511,0, Enjoy it I'm happy for you but I hate the Yankees and yes the Sox did choke
512,1, The You re going 2have 2 KILL crackers their babies New Black Panthers CredibilityShot FergusonRiot Justice4MikeBrown
513,0, Well you got to see pom pom Pete
514,1, guys not supposed to get their ass sucked queer
515,0, everybody mocks Obama Hes an embarrassment to the USA 
516,1, Welcome to the movement Anyone who gets even minor publicity is a queer fed or jew well according to the internet 
517,0, Jeff Luhnow is to blame for the Astros not blowing out the Red Sox and Yankees HC
518,1, ape Fuck u broke ass racist
519,0, It's a mutation Genealogy is convoluted Basically the zebra gene currieries are slaughtered Extinction
520,0, either way both schools are trash 
521,1, I do not like talking to you faggot and I did but in a nicely way fag
522,1, answer my snapchat faggot butthurt
523,0, Johnny football is trash man Trash Lol 
524,0, I miss you Eating as we speak I miss you red bone and that cooking 
525,1, do i literally eat asshole for a living is that what i actually do faggot You seem a little confused 
526,1, so ur faggot teammate hits someone late like that and U say he's yapping and yelling u guys def 69 in the room
527,0, Time for Ranger scouts to head out and watch some Yankee prospects rangers
528,0, for two year old Oreos _ 
529,1, send them damn beaners back where they belong n the US aint it
530,0, Biden was a winner last night Yea right like Charlie Sheen Really was a a winner too winning lol
531,0, l voted and supported u and u pulled the rug out from under us a nation and worse cuz were not in your circle were trash 
532,1, cracker jack shut the fuck up
533,0, whoever made this twitter doesnt like the Lakers they r making a comeback but this accnt still continues to trash talk em
534,0, I am one proud hillbilly 
535,0,"
Dat cat gonna scratch all up on dat colored boy and he gonna end up in da chow mein"
536,0, alas I am proficient in neither my skills are limited to pointless stat memorization trash talk 
537,0, She's just another straight up conscienceless liar Soulless criminal trash 
538,1, you'd like that wouldn't you fag
539,1, He looks like a fag and his time line is boring Zzzzzz
540,0, deserved victory Elite8 awaits your Orange army Sweet16 was no disgrace collegehoops ill be back next time hoosiers
541,0, happy birthday you dirty little bird tear it up 
542,0, Or as I like to put it 'looking through race colored glasses'
543,1, your what's wrong with the white race you fuckin coon slaying piece of poop please die alone
544,0, copy my tweet again you ginzo
545,0, Dare be only one bag dat folks be suckin on what I comes to yo partayyyy All da ofay be wantin to ride in my eldorato
546,0, well that's some cracker jack secret service work there jfk anyone 
547,0, Historical point cracker was a term for the Irish settling in the woods of the mid Atlantic Hardly offensive 
548,0, bandana Orian They called me trailer trash for wearing my lil country getup 
549,1, lmfao go to bed whitey 
550,0, chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after
551,0, thanks Hun Haha
552,1, pass the Fosters faggot
553,1, yea what did it do for Maidana It made him a greedy faggot loser Atleast Broner is black 
554,0, He promised to stand with the muzzies so 
555,0, I have never once in my life been to a 'coffee shop' like Starbucks I am a hick though 
556,0, pearl jam yellow Ledbetter 
557,0, There's a reason why the Yankees don't want Anderson any longer 
558,0, I've had shots go off where yellow smoke
559,0, they trash
560,0, That's ghetto for super duper It's the current generations best complement 
561,1, yea u stupid faggot I'm not leaving till like 5 6pm Want a ride 
562,1, never followed him ignorant monkey
563,1, 3 4 of a citizen I said it for you maria you spic
564,1, your a nasty nigger whore
565,0, I realized it's the one on Link's Awakening too so you killed two birds with one stone Unless you're getting the Wind Fish too 
566,0, Well how about those Yankees this year What a run wtfiswrongwithnebraska
567,1, they said some bullshit Damn niggers
568,1, wow Are you comin back up here they some bitch niggas
569,1, I'd like to rape the bitch that posted that 
570,0, my trick is I wait for the bird to get close to the pipe and then tap the screen So you never hit your head 
571,0, ja moest van plisie niet meteen wild gaan denken Juistja willen wel meer mensen mij vertellen hoe k moet denken
572,1, Fuck you faggot 
573,1, These new nigga hipster hypebeasts love all these faggot ass bright colors and Nike keeps giving them what they want smh
574,0, ATL BVB SWS PTV THE RELAPSE SYMPHONY SET IT OFF FAREWELL MY LOVE MAYDAY PARADE FOB PARAMORE etc
575,0, we gunna laff at Chava Rubio beaner supporters in a min
576,0, the kikes want to charge you dollaz for the complete version 
577,1, sand nigger ran over some Kidd
578,1, I don't like the sand nigger but it's entertaining like 6 knockdowns
579,1, Joe Cortez is the ultimate faggot that fight proved it
580,1, all us beaners were pissed like robert when the jew ref stopped it
581,1, true sand niggers bum Brits claim he's a ATG hall of fame legend smh
582,0, Huh last 10 games Tampa 8 2 Balt 7 3 Yanks 6 4 and they lost their best pitcher Please explain your logic 
583,0, Sounds like they are holding back info Yankee shill
584,0, That game winning hit in Thursday capped a great career The guy is a 1st ballot HOF Or else 
585,0, Eating a roasted potato and smiling till my cheeks are sore the crow SFX in this Cape Crisis are super great
586,0, tx trash you know trouble w ACA is in GOP gov states but like you report lies anyway
587,0, tx trash your show was a disgrace this AM engaging w disrespecting the President
588,0, racist tx trash enjoy your high along with gop win a substitute for racist loss 
589,1, racist tx trash racist why wld u intvw n ask racist questions itwas so disrespectful
590,0, there isn't a green one either There's red and yellow in that pic 
