,text,category,label,data_type
330,glowstruck nigga gon nigga nigga sound fuckin retarded ,offensive_lang,1,train
331,greggutfeld video entire medium likely mock http xfr1crxwsm crybaby ,neither,2,train
332,gurl im angie itskiaraaaa westyourmajesty shy stfu kikis mom hi angelique angelique smile dip cracker soup ,offensive_lang,1,train
333,haitian gold tim tebow got cut team nfl got hoe starkville smh 128514 128514 128514 128514 ,offensive_lang,1,test
334,hazelebaby karma bitch damn godprotectshisangels 128588 sip tea ,offensive_lang,1,test
335,hornyjhb fuckin hot gym pussy http zvymcxquta fuck yeah ,offensive_lang,1,train
336,hxhassan jihadi patron hajjaj al ajmi arrested kuwait airport http zmlokfwdql ,neither,2,train
337,iampickuplines fireman cause turn hoe ,offensive_lang,1,train
338,icrawley bby lil dick thts got abortion bitch oh god ,offensive_lang,1,train
339,idntwearcondoms watch woman try argue like dick actually fucked pussy hate bitch ,offensive_lang,1,train
340,ilgdaily smoke weed public fuck cop man wanna run come retarded ,offensive_lang,1,train
341,itrapwatermelon tweety bird tho 128514 128514 128514 128514 http jbnonm3n1p ,neither,2,test
342,irlfatty pussy sweet like watermelon http sklph3ttog thotermelon ,offensive_lang,1,train
343,itscoleharmon twitter rapper dm trash link http 35nmr4auqg ,neither,2,train
344,jsadass loud bitch annoy ,offensive_lang,1,train
345,jacaxeltlu eventually bitch turn hoe truuu ,offensive_lang,1,train
346,jaimescudi tonybthrz jaimescudi swear oomf try talking tomorrow barackobama pussy ,offensive_lang,1,train
347,jama jam bitch pretending tf crazy lied ,offensive_lang,1,train
348,jasmyncyniquee white thunduh k bye hoe um bye ,offensive_lang,1,train
349,jayswaggkillah jackies retard blondeproblems grilled cheese ,hate_speech,0,train
350,jboii2 ima giving pussy nigga ah reason hate ,offensive_lang,1,test
351,jethromass photo http cxrs5bvhpw sole heaven ,neither,2,train
352,jgabsss stacey dash 128166 http pdlg46rjol baddest bitch evaaaa ,hate_speech,0,train
353,juicyyyjayyyy bitch sunday 128514 128514 128514 128514 128514 128514 ,offensive_lang,1,train
354,k eazy26 fact baldheaded bitch shit 128074 128074 128555 128530 http fdyojpt9xg lmao 128553 128514 ,offensive_lang,1,train
355,kayreneeee fuck wit tweakin hoe shmurda ,offensive_lang,1,val
356,kazooook actin like 7th day wesgodlaflare http s9gmtevpat 128123 spook ,neither,2,train
357,kikistfu break lil bitch neck feel sorry savage ,offensive_lang,1,val
358,leikant fucking hot scally sneakersex sockfetish sniff trainersex http tubivxbxco love kinky scallies ,offensive_lang,1,train
359,likemicah dumb nigga pressed hoe weak fuck fuck weed hoe oreo ,offensive_lang,1,train
360,lildurk turn yo bitch eaterrrrrrrrr ,offensive_lang,1,test
361,lildurk trust dese hoe nikki told 51st stay fan screen shot asap finna come chiraq shoot sumn ,offensive_lang,1,test
362,marackaf 8220 white thunduh aye yall ima tryout bowling team frfr 8221 tryout passed tho retard ,offensive_lang,1,train
363,maybe6789 u got u want bitch enjoy http glqzwtgmj9 crazy party love attend ,offensive_lang,1,val
364,metroadlib colored contact eye blinder cause lmao ,neither,2,train
365,michelle westt fact poonsoaker dude hoe got hoe 8221 j austin12 ,offensive_lang,1,train
366,midywidey rea start smacking bitch period bluffin best ,offensive_lang,1,train
367,molssyo life bitch die thats high cause neva know gonna sister perfect ,offensive_lang,1,val
368,molssyo drug wrong 128514 currieburry hahahahahahah im bitch ,offensive_lang,1,train
369,morgandaylee feeling pretty fuckin ghetto smh ,offensive_lang,1,train
370,nohands 24 20tolife nohands 24 dejaaleeann b coleman2 swears 1 man easily easily austin nip ,neither,2,train
371,obey jrock true ride die bitch 128175 http bkwhx83fkw fuck hahahahah ,offensive_lang,1,train
372,oldpicsarchive h g charlie chaplin http stiddhk3wt history photography ,neither,2,train
373,ortiz jaylene bruno bitch twitter wtf bruno drake voice ,offensive_lang,1,train
374,ozzie garza white thunduh cool faggot chill tf cool nigga ,offensive_lang,1,train
375,ozzie garza white thunduh sure bitch frfr tf ,offensive_lang,1,val
376,poppunksucks twitter source news broadcast fucking retard nbc abc cnn fox keeping quiet ,offensive_lang,1,train
377,queendulaaa got couple bitch saying know 8217 let money talk 128526 128076 like wwyd ,offensive_lang,1,val
378,realfortes grudge weirdo bitch ,offensive_lang,1,val
379,rhythmixx told mariam cigarette birthday called trash rn ,neither,2,train
380,riananewman 22edham brownie tonight kind ,neither,2,train
381,rollyup23 text fuck text bitch damn hurt lol ,offensive_lang,1,train
382,ronald iongi ummmmmm okay http 4bvlsci5k5 got hoe left right 128514 128514 yah thang ,offensive_lang,1,train
383,royalswagg mx b slope ,offensive_lang,1,train
384,rugbysocklad fit lad nice gear http thnxx1lc1m scally lad n trainer ,neither,2,train
385,rugbysocklad hell yeah bro http 9yib45ud6c fuck yeah sexy scally lad hot gear ,offensive_lang,1,train
386,rugbysocklad helping mate http emnado1qoj love scally play fuck yeah ,offensive_lang,1,train
387,rugbysocklad lad lad http f3ujcyj4of fuck yeah love scally lad action hot trainer ,offensive_lang,1,train
388,savage twotone year bitch gonna like gotta promise expose 128514 128514 128557 ,offensive_lang,1,train
389,scallynikelad 8220 sleazytwinks hot opcinjen lick bitch http jloukqdcom 8221 fuck yeah eat trainer u dirty fucker ,offensive_lang,1,train
390,sierrabernia 8220 t2g cincokilby think celebrity pussy different local 128514 8221 yeah meghan good ,offensive_lang,1,train
391,sleepy yongguk saw ajumma walk beginning saying wow trash listen 128514 lmaoo ,neither,2,test
392,sniffsockslad need sox http xydb1rchxh fuck yeah love kinky scally lad w rank sox sneak ,offensive_lang,1,train
393,snoleezey801 expose female like childish bitch nigga shiiii ,offensive_lang,1,train
394,socass 00sexilexi00 socass yasss try new thing bestfriend bitch love ,offensive_lang,1,train
395,socass dude remember wop video 00sexilexi00 http p3heuboqbu omg ,neither,2,train
396,soxandjox raw fuck http g8rvuhcebn damn man pussy getting workout ,offensive_lang,1,train
397,soxdawg rawr skinrubberboi sexy french scally love frenchscally http 5idq3r5akz sexy scally woof woof ,neither,2,train
398,splurgb nothin life free bitch need write ya panty 128557 128514 ,offensive_lang,1,train
399,stephencdo currieburry bitch want burrito u catch potosino huh haha ,offensive_lang,1,val
400,talibanshawtyy nigga hoe cuz said better 128588 ,offensive_lang,1,train
401,theaveragerocks hardcore way eat mac cheese 1 boil water 2 snort cheese powder 3 drink boiling water 4 fuck bitch ,offensive_lang,1,train
402,thebravebird yourenotmytype fade perpetually fresher real bitch rite ,offensive_lang,1,train
403,thejudyann annoying bitch love http 8oxlqvqbrc judyann pretty ,offensive_lang,1,train
404,thotmouths http aqkgorauxx lmao bitch got huggies ,offensive_lang,1,train
405,trestiffer hi bitch bitch bye bitch http rbcrxmrtqp ,offensive_lang,1,train
406,trutherbot look like bitch el capacitor ,offensive_lang,1,train
407,whoiscoreyking chase money 128176 128581 hoe 128111 128175 128175 58399 58399 58399 58399 ,offensive_lang,1,train
408,whooligan stand know want nigga 128564 bitch ,offensive_lang,1,test
409,wiganzlad markycrumb gmail short way http mqczuxlbtt love chav hot sexy scally fucker ,offensive_lang,1,train
410,witmyrudeass newly gay bitch kno shit work ,offensive_lang,1,test
411,witmyrudeass bitch want real job stripper lol lol ,offensive_lang,1,train
412,wodaeeex3 awww meat meat feelins ainn n feeling bitch ,offensive_lang,1,train
413,wodaeeex3 want snake bite industrial piercin amp tattoo dem hoe accessory dea 128064 128064 128056 9749 ,offensive_lang,1,train
414,worldtraveis baby albino 128034 http 2tytqj3fec meeeesh1395 ,neither,2,train
415,worldwarzee hoe loyal ,offensive_lang,1,train
416,xoxoclauudia yassssss ordered chinese 128079 bitch ate taco fat fuck ,offensive_lang,1,train
417,z0mbiedance bitch lunch elizabethbatman bitch love lunch ,offensive_lang,1,train
418,brainer soon bitch rich political power view change political whore http ekepsjwcyu 8221 ,offensive_lang,1,train
419,pussy day devil away doperthanyola ,offensive_lang,1,train
420,bitch mean ,offensive_lang,1,train
421,bitch want baby want child ,offensive_lang,1,test
422,bitch lost 128514 128514 ,offensive_lang,1,train
423,baby like left bitch cuz street twitter said real ,offensive_lang,1,train
424,bae sound like ghetto word use ,neither,2,train
425,batter wee cunt jewis fucked ex emma isnt battering girl nailed ive moved stop pussy n urself ,offensive_lang,1,train
426,bleed hoe alexa ,offensive_lang,1,train
427,boolin bando wit bitch ,offensive_lang,1,train
428,brownie brownie love movie 128517 ,neither,2,train
429,need bad bitch hotter realist shit partynextdoor said feelin everyday ,offensive_lang,1,test
430,way punch bitch ,offensive_lang,1,train
431,caesar home naewoodster 8220 mjayskillz http mw5kaojkxb bitch look like let start ape shit 8221 128557 128557 ,offensive_lang,1,train
432,chinese maverick communicating comrade u know giving imperialist yank birdie http 38gz1jerps ,neither,2,train
433,dad hi snapchat dad 9996 65039 9996 65039 duce bitch 128514 128514 128553 128553 ,offensive_lang,1,train
434,believe hoe fact loyal disagree believe fact loyalest bunch hoe ,offensive_lang,1,test
435,know ugly bitch know broke nigga kevin gate ,offensive_lang,1,train
436,fall live nigga like meee bird 1 amp 2 favorite song weeknd ,offensive_lang,1,test
437,worry nigga worry nigga dat da nigga fuckin yo bitch ,hate_speech,0,train
438,pussy away tight alright ,offensive_lang,1,train
439,dropped stack cause bitch 1poloboy song called dope download mixtape http lacz1e6tg7 ,offensive_lang,1,val
440,dumb bitch dumb thing ,offensive_lang,1,val
441,eat pussy like real nigga hungry ,offensive_lang,1,train
442,eff let cripple http ksamx1jpfv ,offensive_lang,1,train
443,look better bitch ,offensive_lang,1,train
444,facto shaunasayomi care hoe look like http cjdt987aqf ,offensive_lang,1,train
445,bad bitch nigga tired fucking ,offensive_lang,1,train
446,foreign chick lie man bitch beautiful ,offensive_lang,1,train
447,fresh nigga kno need clean bitch kno working cuz wanna team rich http cgx3hnak9a ,offensive_lang,1,test
448,fuck 5 0 rule suck dragon ball bitch goku ,offensive_lang,1,train
449,generate ascii box nodejs ability bring flappy bird node ascii tube bird http lrjwdfhv7t ,neither,2,train
450,shit bitch fine bear ,offensive_lang,1,train
451,detroit ya fuckin wigger ,offensive_lang,1,val
452,girl dated okay mad yo stabbed heart love hoe ,offensive_lang,1,train
453,know twitter password bitch ,offensive_lang,1,train
454,seen seen hoe hot ,offensive_lang,1,train
455,bitch hitting hoe 128514 128514 128514 128514 128514 128514 128514 128514 128514 ,offensive_lang,1,train
456,married white woman lucky sum bitch uncle ruckus ,offensive_lang,1,train
457,wanna nigga trinna saving account 128553 128514 128557 128514 128557 omg imma funny bitch man real shit 128175 ,offensive_lang,1,train
458,great grandma hoe grandma hoe mom hoe hoe long line hoe grandpa carl ,offensive_lang,1,train
459,hey look video man kidnapped girl ohio nigger shitmybosssays ,hate_speech,0,test
460,hey pussy ,offensive_lang,1,train
461,draft gung ho folk send afghanistan war zone http sr1zcehx ,neither,2,train
462,hotter bitch ,offensive_lang,1,test
463,u talking hoe bout bro n em talking hoe bout bro n em ,offensive_lang,1,train
464,crazy bitch hilarious ,offensive_lang,1,train
465,know shoe dirty fuck bitch like negro thing look shoe dog ,offensive_lang,1,train
466,thrill billy hillbilly heart billyraycyrus hahahahaha jesus murphy ,neither,2,test
467,bitch makennam ,offensive_lang,1,train
468,handle liquor bitch handle meeedd chief sosa ,offensive_lang,1,train
469,chase dude chase bitch edgar bautista ,offensive_lang,1,test
470,love hoe baby forever ,offensive_lang,1,train
471,dont need picture tamar bitch beat picture 128514 128557 128514 128514 128514 ,offensive_lang,1,train
472,dont hoe 128564 ,offensive_lang,1,train
473,new way chug open mouth alot shitallysays ,neither,2,train
474,fucking hate bitch wanna smack face tongue kiss ,offensive_lang,1,train
475,got bitch set like jada picket queen latifah riding round niece bitch titi ,offensive_lang,1,train
476,got sister told stop calling woman bitch ,offensive_lang,1,train
477,guess night bitch die stewie nigga ,offensive_lang,1,train
478,bitch bitch bitch eating halibut iamyoungroc freshrhymes jerksquad slowstir ,offensive_lang,1,train
479,lady love married wanna bang sex bitch troubadour probably ,offensive_lang,1,train
480,heard looking candy man bitch ,offensive_lang,1,train
481,hope mad lady bitch bitch bc know individually katt williams letmicahdown ,offensive_lang,1,train
482,got number 3 bitch boy ,offensive_lang,1,val
483,know shit eatin grin fucked girl dream sold car know faggot sell 128514 ,offensive_lang,1,train
484,older men cause mature supposed fool bitch ,offensive_lang,1,test
485,prolly leave bitch cup hand yo hand hand ,offensive_lang,1,train
486,said like taste like wolf pussy know taste like ,offensive_lang,1,train
487,taught eat pussy cut hair taught eat pussy hair 128514 movie 128514 ,offensive_lang,1,train
488,dress like cop oh yeah right 9 11 mad pussy yes forget ,offensive_lang,1,train
489,went jail flock amp came home wit strike went jail bitch came home dike yg ,offensive_lang,1,val
490,fuck u u stand u dizzy bitch unique amp separate phrase overheard relative saying younger ,offensive_lang,1,train
491,woke like thi bitch bed ,offensive_lang,1,train
492,bitch sir manager ,offensive_lang,1,train
493,beat pussy hard ,offensive_lang,1,train
494,slit throat neck http chffsdeddd ,neither,2,train
495,funky honkey jtimberlake shout macklemore tonight cabaret 128514 jt2020tour ,offensive_lang,1,val
496,comparing kfc pussy maxon maxoff5 ,offensive_lang,1,train
497,downloading new personality ordering new face bitch love goddamn axl rose yelling sex robot ,offensive_lang,1,train
498,feelin like malcolm middle bitch surround miss em ,offensive_lang,1,test
499,gonna piss dimple soni99a stop wasting prayer trash team lol ,offensive_lang,1,train
500,probably main bitch chocolate dipped cinnamon apple ,offensive_lang,1,train
501,sick shit man jonniesantana sit bitch fed bro 80sbaby4life geno threw pick smh ,offensive_lang,1,train
502,sorry fucked yo bitch dig nigga kingl ,offensive_lang,1,train
503,ibs irritable bitch syndrome ,offensive_lang,1,train
504,love hide yo bitch shorty wizkhalifa ,offensive_lang,1,train
505,talk getting pussy http vgnwcfgvsj ,offensive_lang,1,train
506,bad bitch hand high girl room start waving hand ,offensive_lang,1,train
507,imma tie bitch basement donkey fuck week straight hahahahahahahahaha 50centmovie beforeiselfdestruct ,offensive_lang,1,val
508,mind gotta dumb hoe anthem ,offensive_lang,1,train
509,albino mexican dad asian ,neither,2,train
510,true directioner accept larry know bitch fan like boy thankyoupaulforconfirminglarry ,offensive_lang,1,train
511,allegation u bedroom u word naive amp blind bitch know ur husband cheated u ramona dumb ,offensive_lang,1,train
512,late tag bitch cyfyre ,offensive_lang,1,train
513,dyke hunter dyke dyke http lgtw3awmeh ,offensive_lang,1,train
514,julia robert ho laurengardner8 nottinghill ,offensive_lang,1,train
515,follow yellow brick twitter ,neither,2,train
516,lmfaoooooooooooooooooo bb brook pussy good mama 8217 like guess gotta 8230 8230 8230 mama ,offensive_lang,1,train
517,lol cripple wendy davis mailonline scientist create remote controlled chick study shy penguin http mt3b09slod ,neither,2,train
518,let nip ahoy spank maybe ,offensive_lang,1,test
519,let kill cracker baby wtf hear wow ,hate_speech,0,test
520,like correct wrong pimpin involve smackin bitch money ,offensive_lang,1,train
